"Analyst",""
"Date Started","10/3/2025 2:19 AM  GMT: 10/3/2025 9:19 AM"
"Worksheet","EXP000138"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"10/3/2025","3:15:18 AM","PATRON",0.9033,"","mg/L",1.8
"10/3/2025","3:15:30 AM","BLANCO",0.0088,"","mg/L",38.5
"10/3/2025","3:15:40 AM","REAGENT BLANK",0.0000,"","mg/L",87.7
"10/3/2025","3:16:14 AM","EXP000138-001",0.0762,"","mg/L",1.9
"10/3/2025","3:16:26 AM","EXP000138-002",0.0627,"","mg/L",1.4
"10/3/2025","3:16:40 AM","EXP000138-003",0.0337,"","mg/L",3.4
"10/3/2025","3:16:54 AM","EXP000138-004",0.0521,"","mg/L",2.5
"10/3/2025","3:17:10 AM","EXP000138-005",0.0351,"","mg/L",2.1
"10/3/2025","3:17:26 AM","EXP000138-006",0.0989,"","mg/L",1.4
"10/3/2025","3:17:38 AM","PATRON",0.8858,"","mg/L",0.5
"10/3/2025","3:17:56 AM","EXP000138-007",0.0156,"","mg/L",5.3
"10/3/2025","3:18:08 AM","EXP000138-008",0.0149,"","mg/L",4.5
"10/3/2025","3:18:24 AM","EXP000138-009",0.0483,"","mg/L",3.0
"10/3/2025","3:18:48 AM","EXP000138-010",0.4356,"","mg/L",0.5
"10/3/2025","3:19:08 AM","EXP000138-011",0.1607,"","mg/L",1.2
"10/3/2025","3:19:42 AM","EXP000138-012",0.0290,"","mg/L",7.9
"10/3/2025","3:19:56 AM","PATRON",0.8860,"","mg/L",1.1
"10/3/2025","3:20:18 AM","EXP000138-013",0.4281,"","mg/L",0.8
"10/3/2025","3:20:40 AM","EXP000138-014",0.1773,"","mg/L",0.7
"10/3/2025","3:21:08 AM","EXP000138-015",0.0211,"","mg/L",8.6
"10/3/2025","3:21:32 AM","EXP000138-016",0.0144,"","mg/L",5.7
"10/3/2025","3:21:52 AM","EXP000138-017",0.0109,"","mg/L",1.7
"10/3/2025","3:22:08 AM","EXP000138-018",0.0017,"","mg/L",52.8
"10/3/2025","3:22:22 AM","PATRON",0.8893,"","mg/L",0.6
"10/3/2025","3:23:00 AM","EXP000138-019",0.0006,"","mg/L",22.0
"10/3/2025","3:23:14 AM","EXP000138-020",0.1568,"","mg/L",1.8
"10/3/2025","3:23:36 AM","EXP000138-021",0.1322,"","mg/L",1.6
"10/3/2025","3:23:48 AM","EXP000138-022",0.0437,"","mg/L",6.0
"10/3/2025","3:24:02 AM","EXP000138-023",0.0046,"","mg/L",21.7
"10/3/2025","3:24:14 AM","EXP000138-024",0.4417,"","mg/L",1.4
"10/3/2025","3:24:38 AM","PATRON",0.8888,"","mg/L",0.9
"10/3/2025","3:25:00 AM","BLANCO",-0.0066,"","mg/L",31.5
"10/3/2025","3:25:16 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"10/3/2025","3:25:28 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"10/3/2025","3:25:28 AM","Muestra 035","","","mg/L",""

"Method: Au AU ALTO (Flame)"

