Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.41
Comp. Cola Columna,Untitled 000,0.316
Barren,Untitled 000,0.277
Cabeza puntual retorno,Untitled 000,0.425
Celda # 11-A,Untitled 000,0.68
Celda # 11-B,Untitled 000,0.206
Celda # 11-C,Untitled 000,0.069
Celda #5-9,Untitled 000,0.424
Celda #(F1+F2),Untitled 000,0.28
NE Tubo 1,Untitled 000,0.038
NE Tubo 2,Untitled 000,0.267
NE Tubo 4,Untitled 000,0.116
NE Tubo 5,Untitled 000,0.344
NE Tubo 6,Untitled 000,0.374
NE Tubo 7,Untitled 000,0.428
Puntual Noroeste,Untitled 000,0.245
Barren Patios,Untitled 000,0.605
Tubo 3,Untitled 000,0.632
Especial 1,Untitled 000,0.278
Especial 2,Untitled 000,0.039
Especial 3,Untitled 000,0.045
Especial 4,Untitled 000,0.04
Especial 5,Untitled 000,0.323
Especial 6,Untitled 000,0.229
Columna #1,Untitled 000,0.321
Columna #2,Untitled 000,0.322
Columna #4,Untitled 000,0.362
Columna #5,Untitled 000,0.355
