Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.666
Comp. Cola Columna,Untitled 000,0.426
Barren,Untitled 000,0.378
Cabeza puntual retorno,Untitled 000,0.677
Celda # 11-A,Untitled 000,1.277
Celda # 11-B,Untitled 000,0.069
Celda # 11-C,Untitled 000,0.035
Celda # 6-F2,Untitled 000,0.499
Celda #5-9,Untitled 000,1.343
Celda #(F1+F2),Untitled 000,0.278
NE Tubo 1,Untitled 000,0.026
NE Tubo 2,Untitled 000,0.333
NE Tubo 4,Untitled 000,0.263
NE Tubo 5,Untitled 000,0.057
NE Tubo 6,Untitled 000,0.038
NE Tubo 7,Untitled 000,0.566
Puntual Noroeste,Untitled 000,0.229
Barren Patios,Untitled 000,0.361
Tubo 3,Untitled 000,0.231
Especial 1,Untitled 000,4.3
Especial 2,Untitled 000,0.086
Especial 3,Untitled 000,2.43
Especial 4,Untitled 000,4.303
Especial 5,Untitled 000,0.562
Especial 6,Untitled 000,0.035
