Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.368
Cabeza puntual retorno,Untitled 000,0.389
Celda #(F1+F2),Untitled 000,0.347
Puntual Noroeste,Untitled 000,0.408
Tubo 3,Untitled 000,0.340
Comp. Cola Columna,Untitled 000,0.234
Barren,Untitled 000,0.249
Celda # 11-A,Untitled 000,0.754
Celda # 11-C,Untitled 000,0.068
Celda # 6-F2,Untitled 000,0.079
Celda #5-9,Untitled 000,0.317
NE Tubo 1,Untitled 000,0.017
NE Tubo 2,Untitled 000,0.548
NE Tubo 4,Untitled 000,0.669
NE Tubo 5,Untitled 000,0.412
NE Tubo 6,Untitled 000,0.637
NE Tubo 7,Untitled 000,0.182
Barren Patios,Untitled 000,0.229
Especial 1,Untitled 000,0.033
Especial 2,Untitled 000,0.057
Especial 3,Untitled 000,0.029
Especial 4,Untitled 000,0.048
Especial 5,Untitled 000,0.076
