Analista,ECG,,,
Fecha de inicio,14/07/2022 13:19,,,
Hoja de trabajo,SA000132-RE_6,,,
Comentario,,,,
Métodos,Ag,,,
,,,,
Método: Ag VHAAAG (Llama),,,,
,,,,
Ag,PATRON,1.0128,,mg/L
Ag,BLANCO,0.0081,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000070-022,0.5704,,mg/L
Ag,SA000070-023,0.1357,,mg/L
Ag,SA000070-024,0.145,,mg/L
Ag,SA000070-025,0.0477,,mg/L
Ag,SA000070-026,-0.0091,,mg/L
Ag,SA000075-014,0.452,,mg/L
Ag,SA000075-016,0.156,,mg/L
Ag,SA000075-017,0.0011,,mg/L
Ag,SA000075-018,0.0596,,mg/L
Ag,SA000075-019,0.5021,,mg/L
Ag,PATRON,0.997,,mg/L
Ag,BLANCO,0.0104,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000075-020,0.1789,,mg/L
Ag,SA000075-021,0.8405,,mg/L
Ag,SA000075-022,2.8583,,mg/L
Ag,SA000076-001,0.2325,,mg/L
Ag,SA000076-002,-0.0133,,mg/L
Ag,SA000076-004,0.1935,,mg/L
Ag,SA000076-005,0.2506,,mg/L
Ag,SA000076-006,0.0779,,mg/L
Ag,SA000076-020,0.1173,,mg/L
Ag,SA000076-021,0.415,,mg/L
Ag,PATRON,1.0163,,mg/L
Ag,BLANCO,-0.0001,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000076-022,0.0978,,mg/L
Ag,SA000076-023,0.2773,,mg/L
Ag,SA000076-024,0.3444,,mg/L
Ag,SA000076-026,0.6288,,mg/L
Ag,SA000076-027,0.2931,,mg/L
Ag,SA000076-044,0.313,,mg/L
Ag,SA000076-045,-0.1809,,mg/L
Ag,SA000076-046,0.2646,,mg/L
Ag,SA000076-047,-0.0135,,mg/L
Ag,SA000076-048,0.1162,,mg/L
Ag,PATRON,1.0171,,mg/L
Ag,BLANCO,0.0104,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000076-049,-0.0055,,mg/L
Ag,SA000076-050,0.0686,,mg/L
Ag,SA000077-009,0.5125,,mg/L
Ag,SA000077-010,0.0843,,mg/L
Ag,SA000077-011,0.096,,mg/L
Ag,SA000077-012,0.1451,,mg/L
Ag,SA000077-013,0.3056,,mg/L
Ag,SA000077-014,0.2624,,mg/L
Ag,SA000077-015,0.0745,,mg/L
Ag,SA000077-031,0.3042,,mg/L
Ag,PATRON,1.0098,,mg/L
Ag,BLANCO,0.0038,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000077-032,0.0057,,mg/L
Ag,SA000077-033,0.1544,,mg/L
Ag,SA000077-034,0.2898,,mg/L
Ag,SA000077-035,0.0754,,mg/L
Ag,SA000077-036,0.2202,,mg/L
Ag,SA000077-037,0.1489,,mg/L
Ag,PATRON,1.006,,mg/L
Ag,BLANCO,-0.0083,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
