Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.072
Cabeza puntual retorno,Au 242.80,0.071
Celda #(F1+F2),Au 242.80,0.089
Puntual Noroeste,Au 242.80,0.046
Tubo 3,Au 242.80,0.046
NE Tubo 2,Au 242.80,0.108
NE Tubo 4,Au 242.80,0.03
Especial 1,Au 242.80,0.02
Especial 2,Au 242.80,0.048
Especial 3,Au 242.80,0.011
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.044
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.012
Barren Patios,Au 242.80,0.011
NE Tubo 1,Au 242.80,0.32
NE Tubo 5,Au 242.80,0.051
NE Tubo 6,Au 242.80,0.035
NE Tubo 7,Au 242.80,0.024
Celda # 11-A,Au 242.80,0.023
Celda # 11-B,Au 242.80,0.017
Celda # 11-C,Au 242.80,0.02
Celda # 6-F2,Au 242.80,0.222
Celda #5-9,Au 242.80,0.044
