Analista,,,,,,
Fecha de inicio,21/01/2026 05:01 a. m.  GMT: 21/01/2026 12:01 p. m.,,,,,
Hoja de trabajo,LC006198_24,,,,,
Comentario,,,,,,
Métodos,"Au,Au",,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
21/01/2026,05:33:48 a. m.,PATRON,0.8875,,mg/L,1.1
21/01/2026,05:34:00 a. m.,BLANCO,0.0087,,mg/L,30.7
21/01/2026,05:34:14 a. m.,REAGENT BLANK,0,,mg/L,21
21/01/2026,05:34:28 a. m.,LC006198-001,0.8998,,mg/L,0.9
21/01/2026,05:34:42 a. m.,LC006198-002,0.2253,,mg/L,0.7
21/01/2026,05:34:58 a. m.,LC006198-003,0.0029,,mg/L,53.8
21/01/2026,05:35:14 a. m.,LC006198-004,0.3111,,mg/L,0.7
21/01/2026,05:35:28 a. m.,LC006198-005,0.2031,,mg/L,1.5
21/01/2026,05:35:42 a. m.,LC006198-006,0.1622,,mg/L,0.9
21/01/2026,05:36:10 a. m.,LC006198-007,0.1573,,mg/L,0.9
21/01/2026,05:36:26 a. m.,LC006198-008,0.1119,,mg/L,0.7
21/01/2026,05:36:40 a. m.,LC006198-009,0.0888,,mg/L,3.1
21/01/2026,05:36:54 a. m.,LC006198-010,0.6391,,mg/L,0.7
21/01/2026,05:37:08 a. m.,LC006198-011,0.2019,,mg/L,1.2
21/01/2026,05:37:22 a. m.,LC006198-012,0.0021,,mg/L,84.5
21/01/2026,05:39:40 a. m.,PATRON,0.8767,,mg/L,0.2
21/01/2026,05:39:52 a. m.,PATRON,0.881,,mg/L,1.1
21/01/2026,05:40:20 a. m.,PATRON,0.875,,mg/L,0.6
21/01/2026,05:40:32 a. m.,BLANCO,0.0083,,mg/L,37.1
21/01/2026,05:40:46 a. m.,REAGENT BLANK,0,,mg/L,41
21/01/2026,05:41:08 a. m.,LC006198-013,0.4317,,mg/L,0
,,,,,,
Método: Au AU ALTO (Llama),,,,,,
