Analyst,,,,,,
Date Started,8/1/2025 3:15 AM  GMT: 8/1/2025 10:15 AM,,,,,
Worksheet,LC005070_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/1/2025,3:26:34 AM,PATRON,0.9126,,mg/L,0.6
8/1/2025,3:26:46 AM,BLANCO,0.0078,,mg/L,>100
8/1/2025,3:26:54 AM,REAGENT BLANK,0,,mg/L,>100
8/1/2025,3:27:20 AM,LC005070-001,0.3646,,mg/L,0.7
8/1/2025,3:27:34 AM,LC005070-002,0.5691,,mg/L,0.8
8/1/2025,3:27:48 AM,LC005070-003,0.413,,mg/L,0.2
8/1/2025,3:28:02 AM,LC005070-004,0.1807,,mg/L,2
8/1/2025,3:28:16 AM,LC005070-005,0.3151,,mg/L,0.4
8/1/2025,3:28:30 AM,LC005070-006,0.0023,,mg/L,16.4
8/1/2025,3:28:44 AM,PATRON,0.9191,,mg/L,0.8
8/1/2025,3:29:04 AM,LC005070-007,0.0913,,mg/L,3.6
8/1/2025,3:29:18 AM,LC005070-008,0.2637,,mg/L,0.6
8/1/2025,3:29:32 AM,LC005070-009,0.2944,,mg/L,0.7
8/1/2025,3:29:46 AM,LC005070-010,0.3066,,mg/L,0.9
8/1/2025,3:30:02 AM,LC005070-011,0.0095,,mg/L,15.9
8/1/2025,3:30:18 AM,LC005070-012,0.9362,,mg/L,0.8
8/1/2025,3:30:34 AM,PATRON,0.9444,,mg/L,0.4
8/1/2025,3:30:48 AM,LC005070-013,1.4101,,mg/L,0.2
8/1/2025,3:31:46 AM,LC005070-015,0.2826,,mg/L,0.9
8/1/2025,3:32:00 AM,LC005070-016,0.0136,,mg/L,9.3
8/1/2025,3:32:14 AM,LC005070-017,0.2622,,mg/L,0.9
8/1/2025,3:32:28 AM,LC005070-018,0.327,,mg/L,1.9
8/1/2025,3:32:42 AM,LC005070-019,0.1711,,mg/L,2.6
8/1/2025,3:32:54 AM,PATRON,0.9244,,mg/L,0.9
8/1/2025,3:33:12 AM,LC005070-020,0.1871,,mg/L,1.7
8/1/2025,3:33:26 AM,LC005070-021,0.2111,,mg/L,1.4
8/1/2025,3:33:42 AM,LC005070-022,0.3211,,mg/L,0.7
8/1/2025,3:33:56 AM,LC005070-023,0.337,,mg/L,1
8/1/2025,3:35:48 AM,PATRON,0.8859,,mg/L,2
8/1/2025,3:36:00 AM,BLANCO,0.0043,,mg/L,>100
8/1/2025,3:36:10 AM,REAGENT BLANK,0,,mg/L,23.4
8/1/2025,3:38:08 AM,LC005070-024,0.1141,,mg/L,1.7
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
