Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.064
Cabeza puntual retorno,Au 242.80,0.062
Celda #(F1+F2),Au 242.80,0.075
Puntual Noroeste,Au 242.80,0.073
Tubo 3,Au 242.80,0.135
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.009
Celda # 11-A,Au 242.80,0.007
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.008
Celda # 6-F2,Au 242.80,0.039
Celda #5-9,Au 242.80,0.014
NE Tubo 1,Au 242.80,0.010
NE Tubo 2,Au 242.80,0.059
NE Tubo 4,Au 242.80,0.032
NE Tubo 5,Au 242.80,0.038
NE Tubo 6,Au 242.80,0.015
NE Tubo 7,Au 242.80,0.036
Barren Patios,Au 242.80,0.007
Especial 1,Au 242.80,0.110
Especial 2,Au 242.80,0.041
Especial 3,Au 242.80,0.032
Especial 4,Au 242.80,0.015
Especial 5,Au 242.80,0.039
