"Analyst",""
"Date Started","5/20/2025 3:57 AM  GMT: 5/20/2025 10:57 AM"
"Worksheet","LC004506_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"5/20/2025","3:59:26 AM","PATRON",0.9031,"","mg/L",0.7
"5/20/2025","3:59:38 AM","BLANCO",-0.0036,"","mg/L",">100"
"5/20/2025","3:59:48 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"5/20/2025","4:00:00 AM","LC004506-001",1.1594,"","mg/L",1.3
"5/20/2025","4:00:14 AM","LC004506-002",0.1232,"","mg/L",1.5
"5/20/2025","4:00:26 AM","LC004506-003",0.0003,"","mg/L",">100"
"5/20/2025","4:00:36 AM","LC004506-004",0.0029,"","mg/L",88.5
"5/20/2025","4:00:46 AM","LC004506-005",0.1408,"","mg/L",2.0
"5/20/2025","4:00:58 AM","LC004506-006",0.5093,"","mg/L",0.6
"5/20/2025","4:01:10 AM","PATRON",0.9209,"","mg/L",0.5
"5/20/2025","4:01:26 AM","LC004506-007",0.2097,"","mg/L",1.8
"5/20/2025","4:01:36 AM","LC004506-008",0.1915,"","mg/L",1.6
"5/20/2025","4:01:48 AM","LC004506-009",0.2731,"","mg/L",1.6
"5/20/2025","4:02:00 AM","LC004506-010",0.2468,"","mg/L",0.6
"5/20/2025","4:02:10 AM","LC004506-011",0.2326,"","mg/L",1.1
"5/20/2025","4:02:18 AM","LC004506-012",0.2263,"","mg/L",0.3
"5/20/2025","4:02:30 AM","PATRON",0.9215,"","mg/L",0.6
"5/20/2025","4:02:46 AM","LC004506-013",0.0956,"","mg/L",2.6
"5/20/2025","4:05:10 AM","LC004506-014",0.8998,"e","mg/L",0.0
"5/20/2025","4:05:12 AM","PATRON","","","mg/L",""

"Method: Au AU ALTO (Flame)"

