Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,2.162
Comp. Cola Columna,Untitled 000,1.402
Barren,Untitled 000,1.148
Cabeza puntual retorno,Untitled 000,2.121
Celda # 11-A,Untitled 000,0.529
Celda # 11-B,Untitled 000,0.057
Celda # 11-C,Untitled 000,0.505
Celda # 6-F2,Untitled 000,0.039
Celda #5-9,Untitled 000,1.588
Celda #(F1+F2),Untitled 000,2.363
NE Tubo 1,Untitled 000,0.041
NE Tubo 2,Untitled 000,0.303
NE Tubo 4,Untitled 000,2.765
NE Tubo 5,Untitled 000,3.235
NE Tubo 6,Untitled 000,1.155
NE Tubo 7,Untitled 000,3.037
Puntual Noroeste,Untitled 000,2.449
Barren Patios,Untitled 000,1.349
Tubo 3,Untitled 000,2.947
Especial 1,Untitled 000,0.137
Especial 2,Untitled 000,0.055
Especial 3,Untitled 000,0.474
Especial 4,Untitled 000,1.223
Especial 5,Untitled 000,1.516
