Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.313
Comp. Cola Columna,Untitled 000,1.055
Barren,Untitled 000,0.985
Cabeza puntual retorno,Untitled 000,2.335
Celda # 11-A,Untitled 000,7.534
Celda # 11-B,Untitled 000,10.25
Celda # 11-C,Untitled 000,5.305
Celda # 6-F2,Untitled 000,5.445
Celda #5-9,Untitled 000,0.055
Celda #(F1+F2),Untitled 000,1.85
NE Tubo 1,Untitled 000,5.439
NE Tubo 2,Untitled 000,0.663
NE Tubo 4,Untitled 000,1.618
NE Tubo 5,Untitled 000,0.0675
NE Tubo 6,Untitled 000,0.21
NE Tubo 7,Untitled 000,1.513
Puntual Noroeste,Untitled 000,1.749
Tubo 3,Untitled 000,2.876
Especial 1,Untitled 000,0.089
Especial 2,Untitled 000,0.056
Especial 3,Untitled 000,0.139
Especial 4,Untitled 000,0.103
Especial 5,Untitled 000,0.046
Especial 6,Untitled 000,0.025
