Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.943
Comp. Cola Columna,Untitled 000,1.325
Barren,Untitled 000,1.549
Cabeza puntual retorno,Untitled 000,1.944
Celda # 11-A,Untitled 000,0.441
Celda # 11-B,Untitled 000,0.052
Celda # 11-C,Untitled 000,0.060
Celda # 6-F2,Untitled 000,0.030
Celda #5-9,Untitled 000,0.243
Celda #(F1+F2),Untitled 000,2.137
NE Tubo 1,Untitled 000,0.024
NE Tubo 2,Untitled 000,0.143
NE Tubo 4,Untitled 000,4.114
NE Tubo 5,Untitled 000,2.135
NE Tubo 6,Untitled 000,0.320
NE Tubo 7,Untitled 000,2.190
Puntual Noroeste,Untitled 000,2.174
Barren Patios,Untitled 000,1.296
Tubo 3,Untitled 000,1.862
Especial 1,Untitled 000,0.050
Especial 2,Untitled 000,0.031
Especial 3,Untitled 000,0.140
Especial 4,Untitled 000,0.521
Especial 5,Untitled 000,0.053
