Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.091
Cabeza puntual retorno,Au 242.80,0.09
Celda #(F1+F2),Au 242.80,0.08
Puntual Noroeste,Au 242.80,0.083
Tubo 3,Au 242.80,0.09
Comp. Cola Columna,Au 242.80,0.018
Barren,Au 242.80,0.025
Celda # 11-A,Au 242.80,0.117
Celda # 11-B,Au 242.80,0.024
Celda # 11-C,Au 242.80,0.032
Celda #5-9,Au 242.80,0.179
NE Tubo 1,Au 242.80,0.021
NE Tubo 2,Au 242.80,0.138
NE Tubo 4,Au 242.80,0.045
NE Tubo 5,Au 242.80,0.031
NE Tubo 6,Au 242.80,0.036
NE Tubo 7,Au 242.80,0.04
Barren Patios,Au 242.80,0.031
Especial 1,Au 242.80,0.127
Especial 2,Au 242.80,0.124
Especial 3,Au 242.80,0.01
Especial 4,Au 242.80,0.005
Especial 5,Au 242.80,0.156
Columna #1,Au 242.80,0.088
Columna #2,Au 242.80,0.074
Columna #3,Au 242.80,0.054
Columna #4,Au 242.80,0.032
Columna #5,Au 242.80,0.02
