Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.244
Cabeza puntual retorno,Untitled 000,0.232
Celda #(F1+F2),Untitled 000,0.217
Puntual Noroeste,Untitled 000,0.211
Tubo 3,Untitled 000,0.205
Comp. Cola Columna,Untitled 000,0.211
Barren,Untitled 000,0.249
Celda # 11-A,Untitled 000,0.193
Celda # 11-B,Untitled 000,0.216
Celda # 11-C,Untitled 000,0.033
Celda #5-9,Untitled 000,0.154
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.138
NE Tubo 4,Untitled 000,0.178
NE Tubo 5,Untitled 000,0.113
NE Tubo 6,Untitled 000,0.032
NE Tubo 7,Untitled 000,0.240
Barren Patios,Untitled 000,0.230
Especial 1,Untitled 000,0.127
Especial 2,Untitled 000,0.053
Especial 3,Untitled 000,0.051
Especial 4,Untitled 000,0.049
Especial 5,Untitled 000,0.082
Columna #1,Untitled 000,0.240
Columna #2,Untitled 000,0.251
Columna #3,Untitled 000,0.258
Columna #4,Untitled 000,0.239
Columna #5,Untitled 000,0.222
