Analista,,,,,,
Fecha de inicio,14/11/2025 12:11 a. m.  GMT: 14/11/2025 07:11 a. m.,,,,,
Hoja de trabajo,LC005782,,,,,
Comentario,,,,,,
Métodos,Au,,,,,
,,,,,,
Método: Au ACIDO (Llama),,,,,,
,,,,,,
14/11/2025,01:00:54 a. m.,PATRON,0.8981,,mg/L,1
14/11/2025,01:01:12 a. m.,BLANCO,0.0012,,mg/L,>100
14/11/2025,01:01:26 a. m.,REAGENT BLANK,0,,mg/L,>100
14/11/2025,01:01:42 a. m.,LC005782-001,0.4734,,mg/L,0.5
14/11/2025,01:01:58 a. m.,LC005782-002,0.003,,mg/L,14.9
14/11/2025,01:02:16 a. m.,LC005782-003,0.3777,,mg/L,0.3
14/11/2025,01:02:30 a. m.,LC005782-004,0.4712,,mg/L,0.7
14/11/2025,01:02:44 a. m.,LC005782-005,0.4055,,mg/L,0.2
14/11/2025,01:03:00 a. m.,LC005782-006,0.5633,,mg/L,0.2
14/11/2025,01:03:16 a. m.,PATRON,0.8927,,mg/L,0.5
14/11/2025,01:03:34 a. m.,LC005782-007,0.5381,,mg/L,0.7
14/11/2025,01:03:48 a. m.,LC005782-008,0.5329,,mg/L,0.4
14/11/2025,01:04:06 a. m.,LC005782-009,0.3926,,mg/L,0.1
14/11/2025,01:04:22 a. m.,LC005782-010,0.0093,,mg/L,19.2
14/11/2025,01:04:40 a. m.,LC005782-011,0.3485,,mg/L,0.3
14/11/2025,01:04:56 a. m.,LC005782-012,0.438,,mg/L,0.5
14/11/2025,01:05:24 a. m.,PATRON,0.8838,,mg/L,0.4
14/11/2025,01:05:38 a. m.,BLANCO,0.0027,,mg/L,>100
14/11/2025,01:05:50 a. m.,REAGENT BLANK,0,,mg/L,>100
