Analyst,,,,,,
Date Started,8/4/2025 9:57 PM  GMT: 8/5/2025 4:57 AM,,,,,
Worksheet,LC005100_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/4/2025,10:06:46 PM,PATRON,0.8812,,mg/L,1.1
8/4/2025,10:07:02 PM,BLANCO,-0.0049,,mg/L,>100
8/4/2025,10:07:16 PM,REAGENT BLANK,0,,mg/L,25.2
8/4/2025,10:07:34 PM,LC005100-001,0.0922,,mg/L,8
8/4/2025,10:07:48 PM,LC005100-002,0.8444,,mg/L,0.5
8/4/2025,10:08:04 PM,LC005100-003,0.1341,,mg/L,6.6
8/4/2025,10:08:18 PM,LC005100-004,0.553,,mg/L,0.5
8/4/2025,10:08:34 PM,LC005100-005,0.1672,,mg/L,1.3
8/4/2025,10:08:50 PM,LC005100-006,0.0953,,mg/L,2.8
8/4/2025,10:10:04 PM,PATRON,0.8808,,mg/L,0.7
8/4/2025,10:10:18 PM,LC005100-007,0.1033,,mg/L,4.7
8/4/2025,10:10:34 PM,LC005100-008,-0.0024,,mg/L,>100
8/4/2025,10:10:50 PM,LC005100-009,0.4287,,mg/L,1.4
8/4/2025,10:11:06 PM,LC005100-010,0.6571,,mg/L,0.7
8/4/2025,10:11:20 PM,LC005100-011,0.0064,,mg/L,23.5
8/4/2025,10:11:38 PM,LC005100-012,0.0075,,mg/L,24.4
8/4/2025,10:11:54 PM,PATRON,0.8987,,mg/L,0.5
8/4/2025,10:12:12 PM,LC005100-013,0.3378,,mg/L,0.3
8/4/2025,10:12:44 PM,LC005100-015,0.0529,,mg/L,2.5
8/4/2025,10:12:58 PM,LC005100-016,0.1337,,mg/L,1.3
8/4/2025,10:13:14 PM,LC005100-017,0.1246,,mg/L,2.9
8/4/2025,10:13:30 PM,PATRON,0.9111,,mg/L,0.8
8/4/2025,10:15:28 PM,LC005100-014,0.3135,,mg/L,0.8
8/4/2025,10:15:42 PM,BLANCO,-0.0112,,mg/L,15.9
8/4/2025,10:15:52 PM,REAGENT BLANK,0,,mg/L,44.1
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
