Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.079
Cabeza puntual retorno,Au 242.80,0.078
Celda #(F1+F2),Au 242.80,0.088
Puntual Noroeste,Au 242.80,0.063
Tubo 3,Au 242.80,0.045
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.002
Celda # 11-A,Au 242.80,0.001
Celda # 11-B,Au 242.80,0.01
Celda # 11-C,Au 242.80,0.009
Celda #5-9,Au 242.80,0.036
NE Tubo 1,Au 242.80,0.31
NE Tubo 2,Au 242.80,0.102
NE Tubo 4,Au 242.80,0.038
NE Tubo 5,Au 242.80,0.046
NE Tubo 6,Au 242.80,0.061
NE Tubo 7,Au 242.80,0.026
Barren Patios,Au 242.80,0.224
Especial 1,Au 242.80,0.021
Especial 2,Au 242.80,0.038
Especial 3,Au 242.80,0.005
Especial 4,Au 242.80,0.005
Especial 5,Au 242.80,0.025
Columna #1,Au 242.80,0.05
Columna #2,Au 242.80,0.042
Columna #3,Au 242.80,0.028
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.01
