Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.690
Comp. Cola Columna,Untitled 000,0.507
Barren,Untitled 000,0.515
Cabeza puntual retorno,Untitled 000,0.669
Columna #1,Untitled 000,0.619
Columna #2,Untitled 000,0.594
Columna #3,Untitled 000,0.566
Columna #4,Untitled 000,0.496
Columna #5,Untitled 000,0.438
Celda # 11-A,Untitled 000,0.640
Celda # 11-B,Untitled 000,0.055
Celda # 11-C,Untitled 000,0.026
Celda #5-9,Untitled 000,0.708
Celda #(F1+F2),Untitled 000,0.459
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.083
NE Tubo 4,Untitled 000,0.262
NE Tubo 5,Untitled 000,0.274
NE Tubo 6,Untitled 000,1.159
NE Tubo 7,Untitled 000,1.184
Puntual Noroeste,Untitled 000,0.434
Barren Patios,Untitled 000,0.488
Tubo 3,Untitled 000,0.480
Especial 1,Untitled 000,2.004
Especial 2,Untitled 000,0.251
Especial 3,Untitled 000,0.124
Especial 4,Untitled 000,0.421
Especial 5,Untitled 000,0.533
Especial 6,Untitled 000,0.021
