Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.411
Cabeza puntual retorno,Untitled 000,0.399
Celda #(F1+F2),Untitled 000,0.383
Puntual Noroeste,Untitled 000,0.332
Tubo 3,Untitled 000,0.292
NE Tubo 2,Untitled 000,0.072
NE Tubo 4,Untitled 000,0.118
Especial 1,Untitled 000,0.133
Especial 2,Untitled 000,0.385
Especial 3,Untitled 000,0.038
Especial 4,Untitled 000,0.038
Especial 5,Untitled 000,0.219
Comp. Cola Columna,Untitled 000,0.236
Barren Patios,Untitled 000,0.155
NE Tubo 1,Untitled 000,0.023
NE Tubo 5,Untitled 000,0.104
NE Tubo 6,Untitled 000,1.118
NE Tubo 7,Untitled 000,0.07
Celda # 11-A,Untitled 000,0.047
Celda # 11-B,Untitled 000,0.082
Celda # 11-C,Untitled 000,0.16
Celda # 6-F2,Untitled 000,3.736
Celda #5-9,Untitled 000,0.263
