Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.131
Cabeza puntual retorno,Au 242.80,0.129
Celda #(F1+F2),Au 242.80,0.134
Puntual Noroeste,Au 242.80,0.17
Tubo 3,Au 242.80,0.181
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.017
Celda # 11-A,Au 242.80,0.025
Celda # 11-B,Au 242.80,0.03
Celda # 11-C,Au 242.80,0.005
Celda # 6-F2,Au 242.80,0.067
Celda #5-9,Au 242.80,0.046
NE Tubo 1,Au 242.80,0.099
NE Tubo 2,Au 242.80,0.055
NE Tubo 4,Au 242.80,0.089
NE Tubo 5,Au 242.80,0.019
NE Tubo 6,Au 242.80,0.039
NE Tubo 7,Au 242.80,0.448
Barren Patios,Au 242.80,0.018
Especial 2,Au 242.80,0.046
Especial 1,Au 242.80,0.064
Especial 3,Au 242.80,0.025
Especial 4,Au 242.80,0.016
Especial 5,Au 242.80,0.04
