Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.573
Cabeza puntual retorno,Untitled 000,0.564
Celda #(F1+F2),Untitled 000,0.624
Puntual Noroeste,Untitled 000,0.351
Tubo 3,Untitled 000,0.142
NE Tubo 2,Untitled 000,0.489
NE Tubo 4,Untitled 000,0.054
Especial 1,Untitled 000,0.025
Especial 2,Untitled 000,0.025
Especial 3,Untitled 000,0.033
Especial 4,Untitled 000,0.034
Especial 5,Untitled 000,0.148
Columna #1,Untitled 000,0.502
Columna #2,Untitled 000,0.494
Columna #3,Untitled 000,0.483
Columna #4,Untitled 000,0.449
Columna #5,Untitled 000,0.262
Comp. Cola Columna,Untitled 000,0.387
Barren,Untitled 000,0.336
Barren Patios,Untitled 000,0.345
NE Tubo 1,Untitled 000,2.887
NE Tubo 5,Untitled 000,0.122
NE Tubo 6,Untitled 000,0.806
NE Tubo 7,Untitled 000,0.255
Celda # 11-A,Untitled 000,0.039
Celda # 11-B,Untitled 000,0.101
Celda # 11-C,Untitled 000,0.039
Celda #5-9,Untitled 000,0.027
