Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.079
Cabeza puntual retorno,Au 242.80,0.083
Celda #(F1+F2),Au 242.80,0.089
Puntual Noroeste,Au 242.80,0.076
Tubo 3,Au 242.80,0.135
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.015
Celda # 11-A,Au 242.80,0.017
Celda # 11-B,Au 242.80,0.047
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.026
NE Tubo 1,Au 242.80,0.014
NE Tubo 2,Au 242.80,0.162
NE Tubo 4,Au 242.80,0.028
NE Tubo 5,Au 242.80,0.024
NE Tubo 6,Au 242.80,0.011
NE Tubo 7,Au 242.80,0.036
Barren Patios,Au 242.80,0.008
Especial 1,Au 242.80,0.122
Especial 2,Au 242.80,0.028
Especial 3,Au 242.80,0.027
Especial 4,Au 242.80,0.018
Especial 5,Au 242.80,0.041
Columna #1,Au 242.80,0.053
Columna #2,Au 242.80,0.036
Columna #3,Au 242.80,0.02
Columna #4,Au 242.80,0.011
Columna #5,Au 242.80,0.003
