"Analyst",""
"Date Started","3/18/2025 2:48 AM  GMT: 3/18/2025 9:48 AM"
"Worksheet","LC004018_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"3/18/2025","3:17:00 AM","PATRON",0.8799,"","mg/L",1.0
"3/18/2025","3:17:18 AM","BLANCO",-0.0002,"","mg/L",">100"
"3/18/2025","3:17:30 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"3/18/2025","3:17:46 AM","LC004018-001",0.1373,"","mg/L",0.8
"3/18/2025","3:18:00 AM","LC004018-002",0.2872,"","mg/L",1.2
"3/18/2025","3:18:18 AM","LC004018-003",-0.0001,"","mg/L",">100"
"3/18/2025","3:18:34 AM","LC004018-004",0.3250,"","mg/L",0.8
"3/18/2025","3:18:52 AM","LC004018-005",0.1681,"","mg/L",0.9
"3/18/2025","3:19:08 AM","LC004018-006",0.0412,"","mg/L",6.2
"3/18/2025","3:20:26 AM","PATRON",0.8784,"","mg/L",0.5
"3/18/2025","3:20:44 AM","LC004018-007",0.0018,"","mg/L",23.5
"3/18/2025","3:21:06 AM","LC004018-008",0.0947,"","mg/L",1.6
"3/18/2025","3:21:24 AM","LC004018-009",0.1396,"","mg/L",1.8
"3/18/2025","3:21:44 AM","LC004018-010",0.0921,"","mg/L",2.8
"3/18/2025","3:21:54 AM","LC004018-011","OVER","R","mg/L",0.0
"3/18/2025","3:22:10 AM","LC004018-012","OVER","R","mg/L",0.0
"3/18/2025","3:22:26 AM","PATRON",0.8788,"","mg/L",1.6
"3/18/2025","3:22:42 AM","LC004018-013",0.1102,"","mg/L",0.4
"3/18/2025","3:22:56 AM","LC004018-014",0.1495,"","mg/L",1.0
"3/18/2025","3:23:12 AM","LC004018-015",0.2110,"","mg/L",0.9
"3/18/2025","3:23:30 AM","LC004018-016",0.1640,"","mg/L",0.5
"3/18/2025","3:23:46 AM","LC004018-017",0.0044,"","mg/L",28.3
"3/18/2025","3:24:00 AM","LC004018-018",0.0652,"","mg/L",1.8
"3/18/2025","3:24:18 AM","PATRON",0.8822,"","mg/L",0.7
"3/18/2025","3:24:36 AM","LC004018-019",0.0854,"","mg/L",1.0
"3/18/2025","3:24:50 AM","LC004018-020",0.0704,"","mg/L",1.5
"3/18/2025","3:25:04 AM","LC004018-021",0.9896,"","mg/L",0.8
"3/18/2025","3:25:18 AM","PATRON",0.8830,"","mg/L",0.9
"3/18/2025","3:25:34 AM","BLANCO",0.0065,"","mg/L",43.8
"3/18/2025","3:25:44 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"3/18/2025","3:26:14 AM","PATRON",0.8848,"","mg/L",1.5
"3/18/2025","3:26:26 AM","PATRON",0.8904,"","mg/L",1.2
"3/18/2025","3:26:40 AM","BLANCO",-0.0002,"","mg/L",">100"
"3/18/2025","3:26:50 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"3/18/2025","3:26:52 AM","Muestra 035","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"3/18/2025","3:30:40 AM","LC004018-011",2.9251,"","mg/L",0.3
"3/18/2025","3:30:54 AM","LC004018-012",2.9681,"","mg/L",0.5
"3/18/2025","3:30:56 AM","Muestra 035","","","mg/L",""
