Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.108
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.104
Celda # 11-A,Au 242.80,0.008
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.005
Celda # 6-F2,Au 242.80,0.042
Celda #5-9,Au 242.80,0.062
Celda #(F1+F2),Au 242.80,0.12
NE Tubo 1,Au 242.80,0.004
NE Tubo 2,Au 242.80,0.105
NE Tubo 4,Au 242.80,0.067
NE Tubo 5,Au 242.80,0.128
NE Tubo 6,Au 242.80,0.238
NE Tubo 7,Au 242.80,0.057
Puntual Noroeste,Au 242.80,0.12
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.122
Especial 1,Au 242.80,0.088
Especial 2,Au 242.80,0.077
Especial 3,Au 242.80,0.014
Especial 4,Au 242.80,0.027
Especial 5,Au 242.80,0.081
