Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.083
Cabeza puntual retorno,Au 242.80,0.082
Celda #(F1+F2),Au 242.80,0.081
Puntual Noroeste,Au 242.80,0.082
Tubo 3,Au 242.80,0.076
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.011
Celda # 11-A,Au 242.80,0.108
Celda # 11-B,Au 242.80,0.022
Celda # 11-C,Au 242.80,0.018
Celda # 6-F2,Au 242.80,0.018
Celda #5-9,Au 242.80,0.12
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.179
NE Tubo 4,Au 242.80,0.031
NE Tubo 5,Au 242.80,0.017
NE Tubo 6,Au 242.80,0.026
NE Tubo 7,Au 242.80,0.033
Barren Patios,Au 242.80,0.009
Especial 1,Au 242.80,0.101
Especial 2,Au 242.80,0.1
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0
Especial 5,Au 242.80,0.106
