Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.496
Comp. Cola Columna,Untitled 000,0.268
Barren,Untitled 000,0.297
Cabeza puntual retorno,Untitled 000,0.491
Celda # 11-A,Untitled 000,1.053
Celda # 11-B,Untitled 000,0.119
Celda # 11-C,Untitled 000,0.023
Celda # 6-F2,Untitled 000,0.252
Celda #5-9,Untitled 000,0.444
Celda #(F1+F2),Untitled 000,0.435
NE Tubo 1,Untitled 000,0.027
NE Tubo 2,Untitled 000,0.232
NE Tubo 4,Untitled 000,1.143
NE Tubo 5,Untitled 000,0.943
NE Tubo 6,Untitled 000,0.195
NE Tubo 7,Untitled 000,0.087
Puntual Noroeste,Untitled 000,0.421
Barren Patios,Untitled 000,0.265
Tubo 3,Untitled 000,0.328
Especial 1,Untitled 000,0.189
Especial 2,Untitled 000,0.276
Especial 3,Untitled 000,0.077
Especial 4,Untitled 000,0.072
Especial 5,Untitled 000,0.204
