Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.346
Comp. Cola Columna,Untitled 000,0.26
Barren,Untitled 000,0.338
Cabeza puntual retorno,Untitled 000,0.33
Columna #1,Untitled 000,0.378
Columna #2,Untitled 000,0.34
Columna #3,Untitled 000,0.332
Columna #4,Untitled 000,0.309
Columna #5,Untitled 000,0.255
Celda # 11-A,Untitled 000,0.217
Celda # 11-B,Untitled 000,0.047
Celda # 11-C,Untitled 000,0.031
Celda #5-9,Untitled 000,0.228
Celda #(F1+F2),Untitled 000,0.268
NE Tubo 1,Untitled 000,0.035
NE Tubo 2,Untitled 000,0.331
NE Tubo 4,Untitled 000,0.074
NE Tubo 5,Untitled 000,0.031
NE Tubo 6,Untitled 000,0.096
NE Tubo 7,Untitled 000,0.861
Puntual Noroeste,Untitled 000,0.265
Barren Patios,Untitled 000,0.304
Tubo 3,Untitled 000,0.326
Especial 1,Untitled 000,0.961
Especial 2,Untitled 000,0.089
Especial 3,Untitled 000,0.266
Especial 4,Untitled 000,0.353
Especial 5,Untitled 000,0.163
