Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.420
Comp. Cola Columna,Untitled 000,0.318
Barren,Untitled 000,0.315
Cabeza puntual retorno,Untitled 000,0.426
Celda # 11-A,Untitled 000,0.088
Celda # 11-B,Untitled 000,0.031
Celda # 11-C,Untitled 000,0.030
Celda # 6-F2,Untitled 000,0.068
Celda #5-9,Untitled 000,0.327
Celda #(F1+F2),Untitled 000,0.412
NE Tubo 1,Untitled 000,0.024
NE Tubo 2,Untitled 000,0.104
NE Tubo 4,Untitled 000,0.208
NE Tubo 5,Untitled 000,0.025
NE Tubo 6,Untitled 000,0.028
NE Tubo 7,Untitled 000,0.205
Puntual Noroeste,Untitled 000,0.422
Barren Patios,Untitled 000,0.308
Tubo 3,Untitled 000,1.011
Especial 1,Untitled 000,0.037
Especial 2,Untitled 000,0.028
Especial 3,Untitled 000,0.091
Especial 4,Untitled 000,0.343
Especial 5,Untitled 000,0.052
