"Analista",""
"Fecha de inicio","21/11/2025 10:38 p. m.  GMT: 22/11/2025 05:38 a. m."
"Hoja de trabajo","LC005844_24 01"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"21/11/2025","10:39:36 p. m.","PATRON",0.8980,"","mg/L",0.4
"21/11/2025","10:39:48 p. m.","BLANCO",-0.0019,"","mg/L",">100"
"21/11/2025","10:39:58 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"21/11/2025","10:40:08 p. m.","LC005844-001",0.0114,"","mg/L",15.3
"21/11/2025","10:40:18 p. m.","LC005844-002",0.0091,"","mg/L",15.1
"21/11/2025","10:40:30 p. m.","LC005844-003",0.0026,"","mg/L",49.7
"21/11/2025","10:40:40 p. m.","LC005844-004",0.0103,"","mg/L",13.6
"21/11/2025","10:40:50 p. m.","LC005844-005",-0.0017,"","mg/L",">100"
"21/11/2025","10:41:02 p. m.","LC005844-006",0.1149,"","mg/L",0.8
"21/11/2025","10:41:02 p. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

