Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.128
Cabeza puntual retorno,Au 242.80,0.125
Celda #(F1+F2),Au 242.80,0.146
Puntual Noroeste,Au 242.80,0.17
Tubo 3,Au 242.80,0.229
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.013
Celda # 11-A,Au 242.80,0.055
Celda # 11-B,Au 242.80,0.025
Celda # 11-C,Au 242.80,0.02
Celda # 6-F2,Au 242.80,0.009
Celda #5-9,Au 242.80,0.016
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.07
NE Tubo 4,Au 242.80,0.223
NE Tubo 5,Au 242.80,0.15
NE Tubo 6,Au 242.80,0.077
NE Tubo 7,Au 242.80,0.148
Barren Patios,Au 242.80,0.005
Especial 1,Au 242.80,0.027
Especial 2,Au 242.80,0.026
Especial 3,Au 242.80,0.229
Especial 4,Au 242.80,0.222
Especial 5,Au 242.80,0.025
