Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.27
Comp. Cola Columna,Untitled 000,0.225
Barren,Untitled 000,0.211
Cabeza puntual retorno,Untitled 000,0.277
Celda # 11-A,Untitled 000,0.059
Celda # 11-B,Untitled 000,0.033
Celda # 11-C,Untitled 000,0.03
Celda #5-9,Untitled 000,0.385
Celda #(F1+F2),Untitled 000,0.286
NE Tubo 1,Untitled 000,0.025
NE Tubo 2,Untitled 000,0.134
NE Tubo 4,Untitled 000,0.138
NE Tubo 5,Untitled 000,0.03
NE Tubo 6,Untitled 000,0.028
NE Tubo 7,Untitled 000,0.114
Puntual Noroeste,Untitled 000,0.266
Barren Patios,Untitled 000,0.177
Tubo 3,Untitled 000,0.727
Especial 1,Untitled 000,0.038
Especial 2,Untitled 000,0.031
Especial 3,Untitled 000,0.153
Especial 4,Untitled 000,1.168
Especial 5,Untitled 000,0.048
Especial 6,Untitled 000,0.016
Columna #1,Untitled 000,0.241
Columna #2,Untitled 000,0.249
Columna #3,Untitled 000,0.238
Columna #4,Untitled 000,0.23
Columna #5,Untitled 000,0.178
