Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.238
Comp. Cola Columna,Untitled 000,0.183
Barren,Untitled 000,0.241
Cabeza puntual retorno,Untitled 000,0.227
Celda # 11-A,Untitled 000,0.13
Celda # 11-B,Untitled 000,0.028
Celda # 11-C,Untitled 000,0.018
Celda # 6-F2,Untitled 000,0.07
Celda #5-9,Untitled 000,0.099
Celda #(F1+F2),Untitled 000,0.249
NE Tubo 1,Untitled 000,0.03
NE Tubo 2,Untitled 000,0.129
NE Tubo 4,Untitled 000,0.032
NE Tubo 5,Untitled 000,0.022
NE Tubo 6,Untitled 000,0.788
NE Tubo 7,Untitled 000,0.336
Puntual Noroeste,Untitled 000,0.242
Barren Patios,Untitled 000,0.208
Tubo 3,Untitled 000,0.276
Especial 1,Untitled 000,0.22
Especial 2,Untitled 000,0.053
Especial 3,Untitled 000,0.115
Especial 4,Untitled 000,0.231
Especial 5,Untitled 000,0.047
