"Analista",""
"Fecha de inicio","11/16/2023 5:06 AM  GMT: 11/16/2023 12:06 PM"
"Hoja de trabajo","LC001600_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"11/16/2023","5:13:18 AM","PATRON",0.8868,"","mg/L"
"11/16/2023","5:13:32 AM","BLANCO",0.0250,"","mg/L"
"11/16/2023","5:13:42 AM","BLANCO REACTIVO REAG",0.0096,"","mg/L"
"11/16/2023","5:14:02 AM","LC001600-001","OVER","R","mg/L"
"11/16/2023","5:14:12 AM","LC001600-002","OVER","R","mg/L"
"11/16/2023","5:14:28 AM","LC001600-003","OVER","R","mg/L"
"11/16/2023","5:14:40 AM","LC001600-004","OVER","R","mg/L"
"11/16/2023","5:14:56 AM","LC001600-005",0.4336,"","mg/L"
"11/16/2023","5:15:06 AM","LC001600-006","OVER","R","mg/L"
"11/16/2023","5:15:22 AM","PATRON",0.9188,"","mg/L"
"11/16/2023","5:15:38 AM","LC001600-007",1.3485,"","mg/L"
"11/16/2023","5:15:58 AM","LC001600-008",1.1113,"","mg/L"
"11/16/2023","5:16:14 AM","LC001600-009",1.1114,"","mg/L"
"11/16/2023","5:16:28 AM","LC001600-010",0.8653,"","mg/L"
"11/16/2023","5:16:44 AM","LC001600-011",0.6972,"","mg/L"
"11/16/2023","5:16:54 AM","LC001600-012","OVER","R","mg/L"
"11/16/2023","5:18:36 AM","PATRON",0.8796,"","mg/L"
"11/16/2023","5:18:46 AM","LC001600-013","OVER","R","mg/L"
"11/16/2023","5:18:56 AM","LC001600-014","OVER","R","mg/L"
"11/16/2023","5:19:10 AM","LC001600-015",0.0084,"","mg/L"
"11/16/2023","5:19:22 AM","LC001600-016",0.5026,"","mg/L"
"11/16/2023","5:19:38 AM","LC001600-017",0.2465,"","mg/L"
"11/16/2023","5:19:54 AM","LC001600-018",0.5160,"","mg/L"
"11/16/2023","5:20:26 AM","PATRON",0.8883,"","mg/L"
"11/16/2023","5:20:42 AM","LC001600-019",0.3499,"","mg/L"
"11/16/2023","5:20:58 AM","LC001600-020",0.0032,"","mg/L"
"11/16/2023","5:21:10 AM","LC001600-021",0.7994,"","mg/L"
"11/16/2023","5:21:26 AM","LC001600-022",0.7490,"","mg/L"
"11/16/2023","5:21:58 AM","PATRON",0.8842,"","mg/L"
"11/16/2023","5:22:20 AM","BLANCO",0.0247,"","mg/L"
"11/16/2023","5:22:30 AM","BLANCO REACTIVO REAG",0.0185,"","mg/L"
"11/16/2023","5:22:30 AM","PATRON","","","mg/L"

"Método: Au AU ALTO (Llama)"


"11/16/2023","5:24:36 AM","LC001600-001",1.8531,"","mg/L"
"11/16/2023","5:24:48 AM","LC001600-002",1.7139,"","mg/L"
"11/16/2023","5:25:02 AM","LC001600-003",2.1908,"","mg/L"
"11/16/2023","5:25:16 AM","LC001600-004",2.5055,"","mg/L"
"11/16/2023","5:25:32 AM","LC001600-006",2.1052,"","mg/L"
"11/16/2023","5:25:46 AM","LC001600-012",1.7265,"","mg/L"
"11/16/2023","5:26:00 AM","LC001600-013",1.6675,"","mg/L"
"11/16/2023","5:26:14 AM","LC001600-014",4.6879,"","mg/L"
"11/16/2023","5:26:16 AM","PATRON","","","mg/L"
