Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.011
Cabeza puntual retorno,Untitled 000,0.997
Celda #(F1+F2),Untitled 000,0.817
Puntual Noroeste,Untitled 000,0.745
Tubo 3,Untitled 000,1.025
Comp. Cola Columna,Untitled 000,0.763
Barren,Untitled 000,0.734
Celda # 11-A,Untitled 000,0.850
Celda # 11-B,Untitled 000,0.099
Celda # 11-C,Untitled 000,0.021
Celda #5-9,Untitled 000,1.839
NE Tubo 1,Untitled 000,0.161
NE Tubo 2,Untitled 000,0.146
NE Tubo 4,Untitled 000,0.078
NE Tubo 5,Untitled 000,0.043
NE Tubo 6,Untitled 000,0.019
NE Tubo 7,Untitled 000,0.288
Barren Patios,Untitled 000,0.583
Especial 1,Untitled 000,1.102
Especial 2,Untitled 000,1.013
Especial 3,Untitled 000,0.103
Especial 4,Untitled 000,0.026
Especial 5,Untitled 000,1.631
Columna #1,Untitled 000,1.137
Columna #2,Untitled 000,1.094
Columna #3,Untitled 000,1.042
Columna #4,Untitled 000,0.941
Columna #5,Untitled 000,0.869
