Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.115
Cabeza puntual retorno,Au 242.80,0.113
Celda #(F1+F2),Au 242.80,0.101
Puntual Noroeste,Au 242.80,0.098
Tubo 3,Au 242.80,0.118
Comp. Cola Columna,Au 242.80,0.015
Barren,Au 242.80,0.022
Celda # 11-A,Au 242.80,0.006
Celda # 11-B,Au 242.80,0.011
Celda # 11-C,Au 242.80,0.057
Celda # 6-F2,Au 242.80,0.005
Celda #5-9,Au 242.80,0.366
NE Tubo 1,Au 242.80,0.059
NE Tubo 2,Au 242.80,0.039
NE Tubo 4,Au 242.80,0.012
NE Tubo 5,Au 242.80,0.02
NE Tubo 6,Au 242.80,0.019
NE Tubo 7,Au 242.80,0.027
Barren Patios,Au 242.80,0.018
Especial 1,Au 242.80,0.248
Especial 2,Au 242.80,0.265
Especial 3,Au 242.80,0.008
Especial 4,Au 242.80,0.001
Especial 5,Au 242.80,0.321
