Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.872
Comp. Cola Columna,Untitled 000,1.021
Barren,Untitled 000,1.029
Cabeza puntual retorno,Untitled 000,2.085
Celda # 11-A,Untitled 000,0.124
Celda # 11-B,Untitled 000,0.056
Celda # 11-C,Untitled 000,0.034
Celda # 6-F2,Untitled 000,0.039
Celda #5-9,Untitled 000,0.606
Celda #(F1+F2),Untitled 000,2.44
NE Tubo 1,Untitled 000,0.048
NE Tubo 2,Untitled 000,1.807
NE Tubo 4,Untitled 000,2.202
NE Tubo 5,Untitled 000,0.691
NE Tubo 6,Untitled 000,3.524
NE Tubo 7,Untitled 000,0.391
Puntual Noroeste,Untitled 000,2.575
Barren Patios,Untitled 000,1.109
Tubo 3,Untitled 000,3.193
Especial 1,Untitled 000,0.115
Especial 2,Untitled 000,0.059
Especial 3,Untitled 000,0.157
Especial 4,Untitled 000,0.4
Especial 5,Untitled 000,0.072
Especial 6,Untitled 000,0.021
