Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.267
Comp. Cola Columna,Untitled 000,0.191
Barren,Untitled 000,0.284
Cabeza puntual retorno,Untitled 000,0.246
Celda # 11-A,Untitled 000,0.14
Celda # 11-B,Untitled 000,0.043
Celda # 11-C,Untitled 000,0.033
Celda # 6-F2,Untitled 000,0.099
Celda #5-9,Untitled 000,0.148
Celda #(F1+F2),Untitled 000,0.259
NE Tubo 1,Untitled 000,0.038
NE Tubo 2,Untitled 000,0.168
NE Tubo 4,Untitled 000,0.047
NE Tubo 5,Untitled 000,0.038
NE Tubo 6,Untitled 000,0.35
NE Tubo 7,Untitled 000,0.532
Puntual Noroeste,Untitled 000,0.267
Barren Patios,Untitled 000,0.285
Tubo 3,Untitled 000,0.372
Especial 1,Untitled 000,0.518
Especial 2,Untitled 000,0.062
Especial 3,Untitled 000,0.188
Especial 4,Untitled 000,0.345
Especial 5,Untitled 000,0.071
