"Analista","JUDAS"
"Fecha de inicio","11/2/2023 2:59 AM  GMT: 11/2/2023 9:59 AM"
"Hoja de trabajo","LC001535_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"11/2/2023","3:07:18 AM","PATRON",0.9077,"","mg/L"
"11/2/2023","3:07:38 AM","BLANCO",-0.0064,"","mg/L"
"11/2/2023","3:07:48 AM","BLANCO REACTIVO REAG",-0.0234,"","mg/L"
"11/2/2023","3:07:58 AM","LC001535-001","OVER","R","mg/L"
"11/2/2023","3:08:06 AM","LC001535-002","OVER","R","mg/L"
"11/2/2023","3:08:44 AM","LC001535-004",1.0089,"","mg/L"
"11/2/2023","3:09:02 AM","LC001535-005",1.3380,"","mg/L"
"11/2/2023","3:09:12 AM","LC001535-006",0.0095,"","mg/L"
"11/2/2023","3:09:40 AM","LC001535-007",0.3239,"","mg/L"
"11/2/2023","3:09:50 AM","LC001535-008",0.4756,"","mg/L"
"11/2/2023","3:10:24 AM","PATRON",0.9204,"","mg/L"
"11/2/2023","3:11:26 AM","LC001535-003",0.0034,"","mg/L"
"11/2/2023","3:11:42 AM","PATRON",0.9144,"","mg/L"
"11/2/2023","3:12:00 AM","LC001535-009",0.4476,"","mg/L"
"11/2/2023","3:12:00 AM","BLANCO","","","mg/L"

"Método: Au AU ALTO (Llama)"


"11/2/2023","3:15:16 AM","LC001535-001",3.9970,"","mg/L"
"11/2/2023","3:15:32 AM","LC001535-002",8.0852,"","mg/L"
"11/2/2023","3:15:32 AM","BLANCO","","","mg/L"
