Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.162
Cabeza puntual retorno,Au 242.80,0.158
Celda # 11-A,Au 242.80,0.096
Celda # 11-B,Au 242.80,0.04
Celda # 11-C,Au 242.80,0.012
Celda # 6-F2,Au 242.80,0.049
Celda #5-9,Au 242.80,0.037
Celda #(F1+F2),Au 242.80,0.173
NE Tubo 2,Au 242.80,0.158
NE Tubo 4,Au 242.80,0.253
NE Tubo 5,Au 242.80,0.277
NE Tubo 6,Au 242.80,0.227
NE Tubo 7,Au 242.80,0.089
Puntual Noroeste,Au 242.80,0.169
Tubo 3,Au 242.80,0.099
Especial 1,Au 242.80,0.049
Especial 2,Au 242.80,0.061
Especial 3,Au 242.80,0.038
Especial 4,Au 242.80,0.031
Especial 5,Au 242.80,0.051
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.014
NE Tubo 1,Au 242.80,0.005
Barren Patios,Au 242.80,0.017
