Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,0.391
Columna #2,Untitled 000,0.370
Columna #3,Untitled 000,0.325
Columna #4,Untitled 000,0.292
Columna #5,Untitled 000,0.232
Comp. Cabeza Columna,Untitled 000,0.402
Comp. Cola Columna,Untitled 000,0.252
Barren,Untitled 000,0.250
Cabeza puntual retorno,Untitled 000,0.407
Celda # 11-A,Untitled 000,0.275
Celda # 11-B,Untitled 000,0.101
Celda # 11-C,Untitled 000,0.072
Celda #5-9,Untitled 000,0.835
Celda #(F1+F2),Untitled 000,0.389
NE Tubo 1,Untitled 000,0.018
NE Tubo 2,Untitled 000,0.203
NE Tubo 4,Untitled 000,0.103
NE Tubo 5,Untitled 000,0.017
NE Tubo 6,Untitled 000,0.013
NE Tubo 7,Untitled 000,0.306
Puntual Noroeste,Untitled 000,0.403
Barren Patios,Untitled 000,0.252
Tubo 3,Untitled 000,0.966
Especial 1,Untitled 000,0.089
Especial 2,Untitled 000,0.122
Especial 3,Untitled 000,0.038
Especial 4,Untitled 000,0.037
Especial 5,Untitled 000,0.323
