Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.135
Cabeza puntual retorno,Untitled 000,0.123
Celda #(F1+F2),Untitled 000,0.104
Puntual Noroeste,Untitled 000,0.111
Tubo 3,Untitled 000,0.161
NE Tubo 2,Untitled 000,0.054
NE Tubo 4,Untitled 000,0.065
Especial 1,Untitled 000,0.044
Especial 2,Untitled 000,0.027
Especial 3,Untitled 000,0.033
Especial 4,Untitled 000,0.038
Especial 5,Untitled 000,0.449
Columna #1,Untitled 000,0.116
Columna #2,Untitled 000,0.114
Columna #3,Untitled 000,0.109
Columna #4,Untitled 000,0.096
Columna #5,Untitled 000,0.075
Comp. Cola Columna,Untitled 000,0.072
Barren,Untitled 000,0.083
Barren Patios,Untitled 000,0.078
NE Tubo 1,Untitled 000,0.021
NE Tubo 5,Untitled 000,0.027
NE Tubo 6,Untitled 000,0.022
NE Tubo 7,Untitled 000,0.137
Celda # 11-A,Untitled 000,0.044
Celda # 11-B,Untitled 000,0.1
Celda # 11-C,Untitled 000,0.318
Celda #5-9,Untitled 000,0.067
