Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.633
Comp. Cola Columna,Untitled 000,0.373
Barren,Untitled 000,0.359
Cabeza puntual retorno,Untitled 000,0.618
Columna #1,Untitled 000,0.38
Columna #2,Untitled 000,0.446
Columna #3,Untitled 000,0.429
Columna #4,Untitled 000,0.374
Columna #5,Untitled 000,0.322
Celda # 11-A,Untitled 000,0.119
Celda # 11-B,Untitled 000,0.101
Celda # 11-C,Untitled 000,0.054
Celda #5-9,Untitled 000,0.059
Celda #(F1+F2),Untitled 000,0.716
NE Tubo 2,Untitled 000,0.271
NE Tubo 4,Untitled 000,0.371
NE Tubo 5,Untitled 000,0.113
NE Tubo 6,Untitled 000,0.173
NE Tubo 7,Untitled 000,0.101
Puntual Noroeste,Untitled 000,0.586
Barren Patios,Untitled 000,0.227
Tubo 3,Untitled 000,0.772
Especial 1,Untitled 000,0.034
Especial 2,Untitled 000,0.05
Especial 3,Untitled 000,0.473
Especial 4,Untitled 000,0.7
Especial 5,Untitled 000,0.043
