Analyst,,,,,,
Date Started,7/21/2025 1:15 AM  GMT: 7/21/2025 8:15 AM,,,,,
Worksheet,LC004992,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au ACIDO (Flame),,,,,,
,,,,,,
7/21/2025,2:29:48 AM,PATRON,0.8929,,mg/L,0.4
7/21/2025,2:30:10 AM,BLANCO,0.0013,,mg/L,>100
7/21/2025,2:30:34 AM,LC004992-001,0.0834,,mg/L,0.7
7/21/2025,2:30:48 AM,LC004992-002,0.0946,,mg/L,0.6
7/21/2025,2:31:10 AM,LC004992-003,0.0036,,mg/L,28.4
7/21/2025,2:31:22 AM,LC004992-004,0.0563,,mg/L,2.1
7/21/2025,2:31:34 AM,LC004992-005,0.0679,,mg/L,1.3
7/21/2025,2:31:50 AM,LC004992-006,0.0608,,mg/L,2.4
7/21/2025,2:33:28 AM,REAGENT BLANK,0,,mg/L,44.7
7/21/2025,2:33:58 AM,LC004992-007,0.1081,,mg/L,0.7
7/21/2025,2:34:14 AM,LC004992-008,0.347,,mg/L,0.2
7/21/2025,2:34:24 AM,LC004992-009,OVER,R,mg/L,0
7/21/2025,2:34:36 AM,LC004992-010,0.2227,,mg/L,0.7
7/21/2025,2:34:50 AM,LC004992-011,0.488,,mg/L,0.8
7/21/2025,2:35:04 AM,LC004992-012,0.005,,mg/L,19
7/21/2025,2:37:14 AM,PATRON,0.8994,,mg/L,0.5
7/21/2025,2:37:24 AM,PATRON,0.8896,,mg/L,0.5
7/21/2025,2:37:36 AM,LC004992-013,OVER,R,mg/L,0
7/21/2025,2:37:50 AM,LC004992-014,0.0876,,mg/L,0.3
7/21/2025,2:38:22 AM,LC004992-015,0.0071,,mg/L,13
7/21/2025,2:38:34 AM,LC004992-016,0.0934,,mg/L,0.8
7/21/2025,2:38:48 AM,LC004992-017,0.1223,,mg/L,1.3
7/21/2025,2:39:02 AM,LC004992-018,0.622,,mg/L,0.8
7/21/2025,2:39:18 AM,PATRON,0.8907,,mg/L,0.5
7/21/2025,2:40:02 AM,LC004992-020,0.1369,,mg/L,0.9
7/21/2025,2:40:18 AM,LC004992-021,0.3379,,mg/L,0.5
7/21/2025,2:40:48 AM,LC004992-019,0.1404,,mg/L,0.4
7/21/2025,2:41:02 AM,LC004992-022,0.137,,mg/L,0.1
7/21/2025,2:41:16 AM,LC004992-023,0.1774,,mg/L,1.2
7/21/2025,2:41:36 AM,LC004992-024,0.1211,,mg/L,0.9
7/21/2025,2:42:04 AM,PATRON,0.8981,,mg/L,0.1
7/21/2025,2:42:38 AM,REAGENT BLANK,0,,mg/L,8.8
7/21/2025,2:42:56 AM,BLANCO,0.001,,mg/L,>100
7/21/2025,2:42:56 AM,,,,mg/L,
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
,,,,,,
,,,,,,
7/21/2025,2:46:08 AM,LC004992-009,7.1659,,mg/L,0.2
7/21/2025,2:46:20 AM,LC004992-013,6.4496,,mg/L,0.2
7/21/2025,2:46:20 AM,,,,mg/L,
