Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.457
Cabeza puntual retorno,Untitled 000,0.435
Celda #(F1+F2),Untitled 000,0.382
Puntual Noroeste,Untitled 000,0.428
Tubo 3,Untitled 000,0.246
NE Tubo 2,Untitled 000,0.314
NE Tubo 4,Untitled 000,0.751
Especial 1,Untitled 000,0.035
Especial 2,Untitled 000,0.053
Especial 3,Untitled 000,0.032
Especial 4,Untitled 000,0.047
Especial 5,Untitled 000,0.05
Comp. Cola Columna,Untitled 000,0.358
Barren,Untitled 000,0.338
Barren Patios,Untitled 000,0.349
NE Tubo 1,Untitled 000,0.022
NE Tubo 5,Untitled 000,0.753
NE Tubo 6,Untitled 000,0.741
NE Tubo 7,Untitled 000,0.19
Celda # 11-A,Untitled 000,1.47
Celda # 11-B,Untitled 000,0.256
Celda # 11-C,Untitled 000,0.032
Celda # 6-F2,Untitled 000,0.088
Celda #5-9,Untitled 000,0.203
