Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.7
Comp. Cola Columna,Untitled 000,0.579
Barren,Untitled 000,0.574
Cabeza puntual retorno,Untitled 000,0.671
Celda # 11-A,Untitled 000,0.475
Celda # 11-B,Untitled 000,0.114
Celda # 11-C,Untitled 000,0.06
Celda # 6-F2,Untitled 000,0.07
Celda #5-9,Untitled 000,0.092
Celda #(F1+F2),Untitled 000,0.592
NE Tubo 1,Untitled 000,0.051
NE Tubo 2,Untitled 000,0.287
NE Tubo 4,Untitled 000,0.131
NE Tubo 5,Untitled 000,0.177
NE Tubo 6,Untitled 000,0.191
NE Tubo 7,Untitled 000,0.599
Puntual Noroeste,Untitled 000,0.583
Barren Patios,Untitled 000,0.434
Tubo 3,Untitled 000,1.235
Especial 1,Untitled 000,0.112
Especial 2,Untitled 000,0.108
Especial 3,Untitled 000,0.815
Especial 4,Untitled 000,0.743
Especial 5,Untitled 000,0.151
