Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.508
Comp. Cola Columna,Untitled 000,1.052
Barren,Untitled 000,0.913
Cabeza puntual retorno,Untitled 000,1.446
Celda # 11-A,Untitled 000,2.472
Celda # 11-B,Untitled 000,6.27
Celda # 11-C,Untitled 000,3.336
Celda # 6-F2,Untitled 000,0.214
Celda #5-9,Untitled 000,0.036
Celda #(F1+F2),Untitled 000,1.085
NE Tubo 1,Untitled 000,2.044
NE Tubo 2,Untitled 000,0.658
NE Tubo 4,Untitled 000,1.515
NE Tubo 5,Untitled 000,0.451
NE Tubo 6,Untitled 000,1.123
NE Tubo 7,Untitled 000,2.812
Puntual Noroeste,Untitled 000,1.103
Barren Patios,Untitled 000,0.833
Tubo 3,Untitled 000,0.985
Especial 1,Untitled 000,0.076
Especial 2,Untitled 000,0.051
Especial 3,Untitled 000,0.07
Especial 4,Untitled 000,0.094
Especial 5,Untitled 000,0.045
Especial 6,Untitled 000,0.026
