Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.699
Comp. Cola Columna,Untitled 000,1.277
Barren,Untitled 000,1.199
Cabeza puntual retorno,Untitled 000,1.630
Celda # 11-A,Untitled 000,0.114
Celda # 11-B,Untitled 000,0.059
Celda # 11-C,Untitled 000,0.021
Celda # 6-F2,Untitled 000,0.023
Celda #5-9,Untitled 000,0.629
Celda #(F1+F2),Untitled 000,2.246
NE Tubo 1,Untitled 000,0.040
NE Tubo 2,Untitled 000,1.372
NE Tubo 4,Untitled 000,1.288
NE Tubo 5,Untitled 000,0.495
NE Tubo 6,Untitled 000,2.805
NE Tubo 7,Untitled 000,0.208
Puntual Noroeste,Untitled 000,1.678
Barren Patios,Untitled 000,0.992
Tubo 3,Untitled 000,1.706
Especial 1,Untitled 000,0.062
Especial 2,Untitled 000,0.027
Especial 3,Untitled 000,0.069
Especial 4,Untitled 000,0.264
Especial 5,Untitled 000,0.060
