Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.085
Comp. Cola Columna,Untitled 000,1.568
Barren,Untitled 000,1.508
Cabeza puntual retorno,Untitled 000,2.176
Celda # 11-A,Untitled 000,0.548
Celda # 11-B,Untitled 000,1.430
Celda # 11-C,Untitled 000,0.191
Celda # 6-F2,Untitled 000,0.023
Celda #5-9,Untitled 000,0.788
Celda #(F1+F2),Untitled 000,2.238
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.301
NE Tubo 4,Untitled 000,1.747
NE Tubo 5,Untitled 000,2.762
NE Tubo 6,Untitled 000,0.824
NE Tubo 7,Untitled 000,3.204
Puntual Noroeste,Untitled 000,2.148
Barren Patios,Untitled 000,1.688
Tubo 3,Untitled 000,2.713
Especial 1,Untitled 000,0.052
Especial 2,Untitled 000,0.029
Especial 3,Untitled 000,0.311
Especial 4,Untitled 000,0.840
Especial 5,Untitled 000,0.187
