"Analista",""
"Fecha de inicio","25/11/2025 09:58 p. m.  GMT: 26/11/2025 04:58 a. m."
"Hoja de trabajo","EXP000148_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"25/11/2025","10:11:56 p. m.","PATRON",0.8829,"","mg/L",1.0
"25/11/2025","10:12:08 p. m.","BLANCO",0.0073,"","mg/L",26.5
"25/11/2025","10:12:18 p. m.","REAGENT BLANK",0.0000,"","mg/L",26.8
"25/11/2025","10:12:34 p. m.","EXP000148-001",0.1031,"","mg/L",0.6
"25/11/2025","10:12:44 p. m.","EXP000148-002",0.1231,"","mg/L",1.2
"25/11/2025","10:12:54 p. m.","EXP000148-003",0.0405,"","mg/L",1.2
"25/11/2025","10:13:04 p. m.","EXP000148-004",0.1137,"","mg/L",1.0
"25/11/2025","10:13:14 p. m.","EXP000148-005",0.1407,"","mg/L",1.1
"25/11/2025","10:13:26 p. m.","EXP000148-006",0.0569,"","mg/L",1.3
"25/11/2025","10:13:36 p. m.","PATRON",0.9234,"","mg/L",0.6
"25/11/2025","10:13:48 p. m.","EXP000148-007",0.1290,"","mg/L",0.7
"25/11/2025","10:13:58 p. m.","EXP000148-008",0.0392,"","mg/L",3.7
"25/11/2025","10:14:08 p. m.","EXP000148-009",0.0943,"","mg/L",1.0
"25/11/2025","10:14:18 p. m.","EXP000148-010",0.4513,"","mg/L",0.3
"25/11/2025","10:14:28 p. m.","EXP000148-011",-0.0015,"","mg/L",">100"
"25/11/2025","10:14:38 p. m.","EXP000148-012",0.2032,"","mg/L",0.3
"25/11/2025","10:14:48 p. m.","PATRON",0.9305,"","mg/L",0.6
"25/11/2025","10:15:00 p. m.","EXP000148-013",0.2889,"","mg/L",0.5
"25/11/2025","10:15:12 p. m.","EXP000148-014",-0.0005,"","mg/L",">100"
"25/11/2025","10:15:22 p. m.","EXP000148-015",0.2398,"","mg/L",0.3
"25/11/2025","10:15:34 p. m.","EXP000148-016",0.1638,"","mg/L",0.2
"25/11/2025","10:15:44 p. m.","EXP000148-017",0.1022,"","mg/L",1.0
"25/11/2025","10:15:56 p. m.","EXP000148-018",0.1993,"","mg/L",0.5
"25/11/2025","10:16:08 p. m.","PATRON",0.9050,"","mg/L",0.8
"25/11/2025","10:16:30 p. m.","EXP000148-020",0.3961,"","mg/L",0.4
"25/11/2025","10:16:38 p. m.","EXP000148-021",0.2557,"","mg/L",0.9
"25/11/2025","10:16:48 p. m.","EXP000148-022",0.0902,"","mg/L",2.1
"25/11/2025","10:16:58 p. m.","EXP000148-023",0.0011,"","mg/L",44.6
"25/11/2025","10:17:10 p. m.","EXP000148-024",0.4378,"","mg/L",0.3
"25/11/2025","10:17:36 p. m.","EXP000148-019",0.3942,"","mg/L",0.3
"25/11/2025","10:17:36 p. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

