Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.378
Cabeza puntual retorno,Untitled 000,0.364
Celda #(F1+F2),Untitled 000,0.423
Puntual Noroeste,Untitled 000,0.431
Tubo 3,Untitled 000,0.260
Comp. Cola Columna,Untitled 000,0.275
Barren,Untitled 000,0.245
Celda # 11-A,Untitled 000,0.182
Celda # 11-B,Untitled 000,0.055
Celda # 11-C,Untitled 000,0.028
Celda # 6-F2,Untitled 000,1.231
Celda #5-9,Untitled 000,0.348
NE Tubo 1,Untitled 000,0.437
NE Tubo 2,Untitled 000,1.023
NE Tubo 4,Untitled 000,0.395
NE Tubo 5,Untitled 000,0.084
NE Tubo 6,Untitled 000,0.199
NE Tubo 7,Untitled 000,0.684
Barren Patios,Untitled 000,0.253
Especial 1,Untitled 000,0.220
Especial 2,Untitled 000,0.681
Especial 3,Untitled 000,0.048
Especial 4,Untitled 000,0.036
Especial 5,Untitled 000,0.051
