Analyst,,,,,,
Date Started,9/23/2025 8:45 PM  GMT: 9/24/2025 3:45 AM,,,,,
Worksheet,LC005421_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
9/23/2025,9:01:16 PM,PATRON,0.9034,,mg/L,0.6
9/23/2025,9:01:26 PM,BLANCO,0.0048,,mg/L,54.2
9/23/2025,9:01:36 PM,REAGENT BLANK,0,,mg/L,>100
9/23/2025,9:01:50 PM,LC005421-001,0.5367,,mg/L,0.8
9/23/2025,9:02:02 PM,LC005421-002,0.7748,,mg/L,0.2
9/23/2025,9:02:14 PM,LC005421-003,0.5181,,mg/L,0.7
9/23/2025,9:02:26 PM,LC005421-004,0.13,,mg/L,1.5
9/23/2025,9:02:38 PM,LC005421-005,0.4086,,mg/L,0.6
9/23/2025,9:02:50 PM,LC005421-006,0.4552,,mg/L,0.8
9/23/2025,9:03:04 PM,PATRON,0.9018,,mg/L,0.8
9/23/2025,9:03:18 PM,LC005421-007,0.5109,,mg/L,0.8
9/23/2025,9:03:30 PM,LC005421-008,0.666,,mg/L,0.2
9/23/2025,9:03:44 PM,LC005421-009,0.0608,,mg/L,4.1
9/23/2025,9:03:58 PM,LC005421-010,0.2723,,mg/L,0.4
9/23/2025,9:04:12 PM,LC005421-011,0.0673,,mg/L,1.7
9/23/2025,9:04:26 PM,LC005421-012,0.0286,,mg/L,6.5
9/23/2025,9:04:50 PM,LC005421-013,0.0301,,mg/L,4.2
9/23/2025,9:05:02 PM,LC005421-014,0.0025,,mg/L,>100
9/23/2025,9:05:16 PM,LC005421-015,0.2622,,mg/L,0.5
9/23/2025,9:05:30 PM,LC005421-016,0.5822,,mg/L,1
9/23/2025,9:05:42 PM,LC005421-017,0.1857,,mg/L,1.3
9/23/2025,9:05:56 PM,LC005421-018,0.2441,,mg/L,1.4
9/23/2025,9:06:08 PM,PATRON,0.8934,,mg/L,0.4
9/23/2025,9:06:20 PM,LC005421-019,0.0029,,mg/L,19.8
9/23/2025,9:06:32 PM,PATRON,0.9061,,mg/L,1
9/23/2025,9:06:54 PM,PATRON,0.8919,,mg/L,0.1
9/23/2025,9:07:06 PM,BLANCO,-0.0002,,mg/L,>100
9/23/2025,9:07:06 PM,REAGENT BLANK,-0.0002,,mg/L,
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
