Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.923
Comp. Cola Columna,Untitled 000,0.605
Barren,Untitled 000,0.609
Cabeza puntual retorno,Untitled 000,0.915
Celda # 11-A,Untitled 000,0.235
Celda # 11-B,Untitled 000,0.784
Celda # 11-C,Untitled 000,0.27
Celda #5-9,Untitled 000,0.749
Celda #(F1+F2),Untitled 000,0.843
NE Tubo 1,Untitled 000,0.147
NE Tubo 2,Untitled 000,0.217
NE Tubo 4,Untitled 000,0.435
NE Tubo 5,Untitled 000,0.083
NE Tubo 6,Untitled 000,0.047
NE Tubo 7,Untitled 000,1.702
Puntual Noroeste,Untitled 000,0.812
Barren Patios,Untitled 000,0.889
Tubo 3,Untitled 000,1.138
Especial 1,Untitled 000,3.213
Especial 2,Untitled 000,1.685
Especial 3,Untitled 000,0.242
Especial 4,Untitled 000,0.053
Especial 5,Untitled 000,0.144
Especial 6,Untitled 000,0.113
Columna #1,Untitled 000,0.754
Columna #2,Untitled 000,0.721
Columna #3,Untitled 000,0.619
Columna #4,Untitled 000,0.528
Columna #5,Untitled 000,0.424
