Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.048
Cabeza puntual retorno,Au 242.80,0.049
Celda #(F1+F2),Au 242.80,0.054
Puntual Noroeste,Au 242.80,0.042
Tubo 3,Au 242.80,0.047
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.003
Celda # 11-A,Au 242.80,0.009
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.023
Celda # 6-F2,Au 242.80,0.178
Celda #5-9,Au 242.80,0.033
NE Tubo 1,Au 242.80,0.172
NE Tubo 2,Au 242.80,0.059
NE Tubo 4,Au 242.80,0.03
NE Tubo 5,Au 242.80,0.015
NE Tubo 6,Au 242.80,0.024
NE Tubo 7,Au 242.80,0.024
Barren Patios,Au 242.80,0.001
Especial 1,Au 242.80,0.028
Especial 2,Au 242.80,0.048
Especial 3,Au 242.80,0.005
Especial 4,Au 242.80,0.001
Especial 5,Au 242.80,0.046
