Sample ID,Analyte Name,Reported Conc (Calib)
Comp.Cabeza Columna,Untitled 000,0.576
Comp. Cola Columna,Untitled 000,0.36
Barren,Untitled 000,0.326
Cabeza puntual retorno,Untitled 000,0.542
Celda # 11-A,Untitled 000,0.411
Celda # 11-B,Untitled 000,0.56
Celda # 11-C,Untitled 000,0.074
Celda # 6-F2,Untitled 000,0.093
Celda #5-9,Untitled 000,0.395
Celda #(F1+F2),Untitled 000,0.584
NE Tubo 1,Untitled 000,0.03
NE Tubo 2,Untitled 000,0.592
NE Tubo 4,Untitled 000,0.352
NE Tubo 5,Untitled 000,0.233
NE Tubo 6,Untitled 000,0.589
NE Tubo 7,Untitled 000,0.497
Puntual Noroeste,Untitled 000,0.53
Barren Patios,Untitled 000,0.311
Tubo 3,Untitled 000,0.725
Especial 1,Untitled 000,0.547
Especial 2,Untitled 000,0.549
Especial 3,Untitled 000,0.058
Especial 4,Untitled 000,0.054
Especial 5,Untitled 000,0.276
Especial 6,Untitled 000,0.538
