Analyst,,,,,,
Date Started,10/16/2025 2:30 AM  GMT: 10/16/2025 9:30 AM,,,,,
Worksheet,LC005572_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
10/16/2025,2:53:50 AM,PATRON,0.8801,,mg/L,0.4
10/16/2025,2:54:02 AM,BLANCO,-0.0001,,mg/L,>100
10/16/2025,2:54:12 AM,REAGENT BLANK,0,,mg/L,24.1
10/16/2025,2:54:26 AM,LC005572-001,0.1844,,mg/L,0.9
10/16/2025,2:54:38 AM,LC005572-002,0.1012,,mg/L,0.4
10/16/2025,2:54:52 AM,LC005572-004,0.9109,,mg/L,0.9
10/16/2025,2:55:06 AM,LC005572-005,0.0359,,mg/L,1.8
10/16/2025,2:55:20 AM,LC005572-006,0.1157,,mg/L,1.2
10/16/2025,2:55:34 AM,LC005572-007,0.0882,,mg/L,1.6
10/16/2025,2:57:34 AM,PATRON,0.8753,,mg/L,0.2
10/16/2025,2:58:00 AM,LC005572-008,0.0368,,mg/L,8.9
10/16/2025,2:58:14 AM,LC005572-009,0.4909,,mg/L,1.4
10/16/2025,2:58:30 AM,LC005572-010,0.6738,,mg/L,0.8
10/16/2025,2:59:00 AM,LC005572-012,0.8022,,mg/L,0.8
10/16/2025,2:59:12 AM,LC005572-013,0.064,,mg/L,1.8
10/16/2025,3:04:06 AM,PATRON,0.9204,,mg/L,0.5
10/16/2025,3:04:30 AM,LC005572-014,0.0872,,mg/L,1.4
10/16/2025,3:04:42 AM,LC005572-015,0.3854,,mg/L,0.6
10/16/2025,3:04:56 AM,LC005572-016,0.0818,,mg/L,0.4
10/16/2025,3:05:08 AM,LC005572-017,0.1176,,mg/L,0.7
10/16/2025,3:05:22 AM,LC005572-018,0.1134,,mg/L,1.6
10/16/2025,3:05:36 AM,LC005572-019,0.0409,,mg/L,2.1
10/16/2025,3:05:50 AM,PATRON,0.8965,,mg/L,1.7
10/16/2025,3:06:02 AM,LC005572-020,0.0031,,mg/L,48.9
10/16/2025,3:06:16 AM,LC005572-021,0.0084,,mg/L,22.7
10/16/2025,3:06:28 AM,LC005572-022,0.1805,,mg/L,0.5
10/16/2025,3:06:40 AM,LC005572-023,0.1385,,mg/L,0.9
10/16/2025,3:06:54 AM,LC005572-024,0.0092,,mg/L,0.5
10/16/2025,3:07:08 AM,PATRON,0.8763,,mg/L,0.6
10/16/2025,3:20:12 AM,BLANCO,-0.0063,,mg/L,83.8
10/16/2025,3:20:26 AM,REAGENT BLANK,0,,mg/L,65.3
10/16/2025,3:22:28 AM,LC005572-011,0.1096,,mg/L,0
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
