Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.823
Comp. Cola Columna,Untitled 000,0.422
Barren,Untitled 000,0.428
Cabeza puntual retorno,Untitled 000,0.863
Columna #1,Untitled 000,0.651
Columna #2,Untitled 000,0.575
Columna #3,Untitled 000,0.516
Columna #4,Untitled 000,0.464
Columna #5,Untitled 000,0.369
Celda # 11-A,Untitled 000,0.085
Celda # 11-B,Untitled 000,0.063
Celda # 11-C,Untitled 000,0.032
Celda #5-9,Untitled 000,0.024
Celda #(F1+F2),Untitled 000,0.734
NE Tubo 1,Untitled 000,0.014
NE Tubo 2,Untitled 000,0.404
NE Tubo 4,Untitled 000,0.597
NE Tubo 5,Untitled 000,0.186
NE Tubo 6,Untitled 000,0.256
NE Tubo 7,Untitled 000,1.171
Puntual Noroeste,Untitled 000,0.93
Barren Patios,Untitled 000,0.425
Tubo 3,Untitled 000,1.492
Especial 1,Untitled 000,0.065
Especial 2,Untitled 000,0.054
Especial 3,Untitled 000,0.226
Especial 4,Untitled 000,0.335
Especial 5,Untitled 000,0.05
