"Analyst",""
"Date Started","5/14/2023 5:30 AM  GMT: 5/14/2023 12:30 PM"
"Worksheet","LC000221_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"5/14/2023","5:34:42 AM","PATRON",0.8867,"","mg/L"
"5/14/2023","5:34:56 AM","BLANCO",0.0218,"","mg/L"
"5/14/2023","5:35:08 AM","REAGENT BLANK",0.0000,"","mg/L"
"5/14/2023","5:35:22 AM","LC000221-001",0.3277,"","mg/L"
"5/14/2023","5:35:36 AM","LC000221-002",0.0327,"","mg/L"
"5/14/2023","5:35:48 AM","LC000221-003",0.0033,"","mg/L"
"5/14/2023","5:36:46 AM","LC000221-004",0.4408,"","mg/L"
"5/14/2023","5:37:00 AM","LC000221-005","OVER","R","mg/L"
"5/14/2023","5:37:14 AM","LC000221-006","OVER","R","mg/L"
"5/14/2023","5:38:26 AM","PATRON",0.8845,"","mg/L"
"5/14/2023","5:38:46 AM","LC000221-007",0.2935,"","mg/L"
"5/14/2023","5:38:58 AM","LC000221-008",1.1484,"","mg/L"
"5/14/2023","5:39:08 AM","LC000221-009","OVER","R","mg/L"
"5/14/2023","5:39:22 AM","LC000221-010",0.7436,"","mg/L"
"5/14/2023","5:39:34 AM","LC000221-011",0.7770,"","mg/L"
"5/14/2023","5:39:44 AM","LC000221-012","OVER","R","mg/L"
"5/14/2023","5:40:00 AM","PATRON",0.8824,"","mg/L"
"5/14/2023","5:40:14 AM","LC000221-013",0.1461,"","mg/L"
"5/14/2023","5:40:28 AM","LC000221-014",0.0824,"","mg/L"
"5/14/2023","5:40:42 AM","LC000221-015",0.6254,"","mg/L"
"5/14/2023","5:40:54 AM","LC000221-016",0.0489,"","mg/L"
"5/14/2023","5:41:08 AM","LC000221-017",0.0399,"","mg/L"
"5/14/2023","5:41:20 AM","LC000221-018",0.0149,"","mg/L"
"5/14/2023","5:41:34 AM","PATRON",0.9055,"","mg/L"
"5/14/2023","5:41:48 AM","LC000221-019",0.0115,"","mg/L"
"5/14/2023","5:42:00 AM","LC000221-020",0.0133,"","mg/L"
"5/14/2023","5:42:12 AM","LC000221-021",0.0132,"","mg/L"
"5/14/2023","5:42:28 AM","LC000221-022",0.6951,"","mg/L"
"5/14/2023","5:42:40 AM","LC000221-023",0.7072,"","mg/L"
"5/14/2023","5:42:56 AM","LC000221-024",0.0156,"","mg/L"
"5/14/2023","5:43:06 AM","PATRON",0.9061,"","mg/L"
"5/14/2023","5:43:24 AM","BLANCO",0.0450,"","mg/L"
"5/14/2023","5:43:34 AM","REAGENT BLANK",0.0000,"","mg/L"
"5/14/2023","5:43:34 AM","32 STD 0.459","","","mg/L"

"Method: Au ALTA (Flame)"


"5/14/2023","5:50:28 AM","LC000221-005",4.2710,"","mg/L"
"5/14/2023","5:50:40 AM","LC000221-006",3.5444,"","mg/L"
"5/14/2023","5:50:54 AM","LC000221-009",4.3622,"","mg/L"
"5/14/2023","5:51:06 AM","LC000221-012",2.9273,"","mg/L"
"5/14/2023","5:51:08 AM","32 STD 0.459","","","mg/L"
