"Analista",""
"Fecha de inicio","24/01/2026 04:14 a. m.  GMT: 24/01/2026 11:14 a. m."
"Hoja de trabajo","LC006222"
"Comentario",""
"Métodos","Au"

"Método: Au ACIDO (Llama)"

"24/01/2026","04:46:24 a. m.","BLANCO",0.0006,"","mg/L",">100"
"24/01/2026","04:46:36 a. m.","REAGENT BLANK",0.0000,"","mg/L",92.5
"24/01/2026","04:48:02 a. m.","PATRON",0.8781,"","mg/L",0.9
"24/01/2026","04:48:30 a. m.","LC006219-011",0.0276,"","mg/L",2.1
"24/01/2026","04:48:46 a. m.","LC006219-013",0.1234,"","mg/L",1.0
"24/01/2026","04:49:00 a. m.","LC006219-014",0.8546,"","mg/L",0.7
"24/01/2026","04:49:18 a. m.","LC006219-015",0.8973,"","mg/L",0.9
"24/01/2026","04:49:36 a. m.","LC006219-016",0.0655,"","mg/L",1.8
"24/01/2026","04:49:54 a. m.","LC006219-017",0.1688,"","mg/L",1.1
"24/01/2026","04:51:10 a. m.","PATRON",0.8748,"","mg/L",0.9
"24/01/2026","04:51:28 a. m.","LC006219-019",0.2191,"","mg/L",0.7
"24/01/2026","04:51:44 a. m.","PATRON",0.8733,"","mg/L",1.6
"24/01/2026","04:52:00 a. m.","BLANCO",-0.0002,"","mg/L",">100"
"24/01/2026","04:52:14 a. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"24/01/2026","04:52:14 a. m.","LC006209-011","","","mg/L",""
