Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.331
Comp. Cola Columna,Untitled 000,0.259
Barren,Untitled 000,0.309
Cabeza puntual retorno,Untitled 000,0.334
Celda # 11-A,Untitled 000,0.189
Celda # 11-B,Untitled 000,0.042
Celda # 11-C,Untitled 000,0.027
Celda # 6-F2,Untitled 000,0.207
Celda #5-9,Untitled 000,0.22
Celda #(F1+F2),Untitled 000,0.258
NE Tubo 1,Untitled 000,0.021
NE Tubo 2,Untitled 000,0.36
NE Tubo 4,Untitled 000,0.066
NE Tubo 5,Untitled 000,0.024
NE Tubo 6,Untitled 000,0.073
NE Tubo 7,Untitled 000,0.753
Puntual Noroeste,Untitled 000,0.24
BARREN PATIOS,Untitled 000,0.243
Tubo 3,Untitled 000,0.272
Especial 1,Untitled 000,0.842
Especial 2,Untitled 000,0.07
Especial 3,Untitled 000,0.222
Especial 4,Untitled 000,0.264
Especial 5,Untitled 000,0.1
Especial 6,Untitled 000,0.009
