"Analista",""
"Fecha de inicio","02:11 a. m. 11/02/2023"
"Hoja de trabajo","Sa000326-re_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag VHAAAG (Llama)"

"Ag","PATRON",1.0018,"","mg/L",0.2,0.1250,-0.0006,0.1251,0.1252,0.1248
"Ag","BLANCO",-0.0148,"","mg/L",22.9,-0.0019,-0.0027,-0.0014,-0.0020,-0.0022
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",2.6,0.0022,-0.0022,0.0023,0.0022,0.0022
"Ag","SA000304-022",1.4339,"","mg/L",2.7,0.0073,-0.0048,0.0071,0.0075,0.0074
"Ag","SA000304-023",3.2649,"","mg/L",1.3,0.0170,-0.0014,0.0170,0.0168,0.0172
"Ag","SA000304-024",0.3053,"","mg/L",29.7,0.0016,-0.0003,0.0019,0.0018,0.0011
"Ag","SA000304-025",0.3514,"","mg/L",10.5,0.0018,-0.0007,0.0020,0.0016,0.0019
"Ag","SA000304-026",0.2373,"","mg/L",26.8,0.0012,-0.0021,0.0016,0.0009,0.0012
"Ag","PATRON",0.9840,"","mg/L",0.2,0.1228,-0.0025,0.1227,0.1231,0.1227
"Ag","SA000304-027",-0.0461,"","mg/L",">100",-0.0002,-0.0007,-0.0007,-0.0001,0.0001
"Ag","SA000304-029",0.4185,"","mg/L",14.3,0.0021,-0.0022,0.0025,0.0020,0.0019
"Ag","SA000306-028",0.2498,"","mg/L",20.7,0.0013,-0.0021,0.0010,0.0014,0.0015
"Ag","SA000306-029",0.4067,"","mg/L",5.2,0.0021,-0.0034,0.0021,0.0023,0.0020
"Ag","SA000306-030",0.5934,"","mg/L",13.8,0.0030,-0.0037,0.0026,0.0031,0.0034
"Ag","PATRON",0.9939,"","mg/L",0.7,0.1241,-0.0018,0.1230,0.1246,0.1246
"Ag","BLANCO",-0.0026,"","mg/L",29.5,-0.0003,-0.0036,-0.0002,-0.0004,-0.0003
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",15.7,0.0020,-0.0016,0.0016,0.0020,0.0023
"Ag","SA000306-031",0.3131,"","mg/L",43.5,0.0016,-0.0018,0.0008,0.0017,0.0022
"Ag","SA000306-032",0.2552,"","mg/L",78.1,0.0013,-0.0050,0.0008,0.0006,0.0024
"Ag","PATRON",0.9983,"","mg/L",0.7,0.1246,-0.0019,0.1247,0.1254,0.1238
"Ag","BLANCO",-0.0022,"","mg/L",54.3,-0.0003,-0.0035,-0.0004,-0.0003,-0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",12.2,0.0020,-0.0018,0.0023,0.0018,0.0019
