Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.469
Comp. Cola Columna,Untitled 000,0.342
Barren,Untitled 000,0.325
Cabeza puntual retorno,Untitled 000,0.468
Celda # 11-A,Untitled 000,0.053
Celda # 11-B,Untitled 000,0.035
Celda # 11-C,Untitled 000,0.038
Celda # 6-F2,Untitled 000,0.900
Celda #5-9,Untitled 000,0.563
Celda #(F1+F2),Untitled 000,0.548
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.819
NE Tubo 4,Untitled 000,0.495
NE Tubo 5,Untitled 000,0.168
NE Tubo 6,Untitled 000,0.080
NE Tubo 7,Untitled 000,0.177
Puntual Noroeste,Untitled 000,0.400
Barren Patios,Untitled 000,0.301
Tubo 3,Untitled 000,0.400
Especial 1,Untitled 000,0.041
Especial 2,Untitled 000,0.034
Especial 3,Untitled 000,0.061
Especial 4,Untitled 000,0.070
Especial 5,Untitled 000,0.070
