Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,,0.131
Comp. Cola Columna,,0.01
Barren,,0.013
Cabeza puntual retorno,,0.127
Columna #1,,0.084
Columna #2,,0.053
Columna #3,,0.027
Columna #4,,0.024
Columna #5,,0.007
Celda # 11-A,,0.05
Celda # 11-B,,0.022
Celda # 11-C,,0.009
Celda #5-9,,0.022
Celda #(F1+F2),,0.133
NE Tubo 1,,0.009
NE Tubo 2,,0.107
NE Tubo 4,,0.092
NE Tubo 5,,0.059
NE Tubo 6,,0.06
NE Tubo 7,,0.13
Puntual Noroeste,,0.136
Barren Patios,,0.011
Tubo 3,,0.191
Especial 1,,0.112
Especial 2,,0.041
Especial 3,,0.132
Especial 4,,0.11
Especial 5,,0.036
