Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.96
Comp. Cola Columna,Untitled 000,0.955
Barren,Untitled 000,0.963
Cabeza puntual retorno,Untitled 000,0.974
Celda # 11-A,Untitled 000,0.062
Celda # 11-B,Untitled 000,0.04
Celda # 11-C,Untitled 000,0.301
Celda #5-9,Untitled 000,0.063
Celda #(F1+F2),Untitled 000,0.946
NE Tubo 1,Untitled 000,0.044
NE Tubo 2,Untitled 000,0.257
NE Tubo 4,Untitled 000,1.885
NE Tubo 5,Untitled 000,1.217
NE Tubo 6,Untitled 000,0.119
NE Tubo 7,Untitled 000,0.908
Puntual Noroeste,Untitled 000,0.838
Barren Patios,Untitled 000,0.684
Tubo 3,Untitled 000,0.537
Especial 1,Untitled 000,0.048
Especial 2,Untitled 000,0.032
Especial 3,Untitled 000,0.073
Especial 4,Untitled 000,0.067
Especial 5,Untitled 000,0.064
Especial 6,Untitled 000,0.033
Columna #1,Untitled 000,0.928
Columna #2,Untitled 000,0.921
Columna #3,Untitled 000,0.931
Columna #4,Untitled 000,0.912
Columna #5,Untitled 000,0.802
